院校名称,代码,状态,错误信息,日期
,2485,无效,ID不存在,
新疆职业大学,2486,成功,,
新疆理工学院,2487,成功,,
,2488,无效,ID不存在,
新疆科技学院,2489,成功,,
新疆第二医学院,2490,成功,,
成都大学,2491,成功,,
四川幼儿师范高等专科学校,2492,成功,,
成都理工大学工程技术学院,2493,成功,,
四川传媒学院,2494,成功,,
成都银杏酒店管理学院,2495,成功,,
成都文理学院,2496,成功,,
成都外国语学院,2497,成功,,
成都锦城学院,2498,成功,,
绵阳城市学院,2499,成功,,
四川文化艺术学院,2500,成功,,
四川大学锦江学院,2501,成功,,
西南财经大学天府学院,2502,成功,,
西南交通大学希望学院,2503,成功,,
四川现代职业学院,2504,成功,,
四川城市职业学院,2505,成功,,
烟台工程职业技术学院,2506,成功,,
德州职业技术学院,2507,成功,,
山东传媒职业学院,2508,成功,,
临沂职业学院,2509,成功,,
枣庄职业学院,2510,成功,,
山东理工职业学院,2511,成功,,
山东文化产业职业学院,2512,成功,,
泰山科技学院,2513,成功,,
青岛工学院,2514,成功,,
,2515,无效,ID不存在,
青岛农业大学海都学院,2516,成功,,
齐鲁理工学院,2517,成功,,
潍坊理工学院,2518,成功,,
聊城大学东昌学院,2519,成功,,
保山学院,2520,成功,,
文山学院,2521,成功,,
德宏职业学院,2522,成功,,
滇池学院,2523,成功,,
丽江文化旅游学院,2524,成功,,
昆明传媒学院,2525,成功,,
昆明理工大学津桥学院,2526,成功,,
云南三鑫职业技术学院,2527,成功,,
昆明科技职业大学,2528,成功,,
佳木斯职业学院,2529,成功,,
哈尔滨远东理工学院,2530,成功,,
哈尔滨华德学院,2531,成功,,
黑龙江工商学院,2532,成功,,
哈尔滨剑桥学院,2533,成功,,
哈尔滨广厦学院,2534,成功,,
哈尔滨石油学院,2535,成功,,
黑龙江工程学院昆仑旅游学院,2536,成功,,
黑龙江财经学院,2537,成功,,
扬州职业技术大学,2538,成功,,
南京旅游职业学院,2539,成功,,
南京大学金陵学院,2540,成功,,
南京理工大学紫金学院,2541,成功,,
南京航空航天大学金城学院,2542,成功,,
南京传媒学院,2543,成功,,
南京工业大学浦江学院,2544,成功,,
南京师范大学中北学院,2545,成功,,
南京医科大学康达学院,2546,成功,,
南京中医药大学翰林学院,2547,成功,,
苏州城市学院,2548,成功,,
苏州大学应用技术学院,2549,成功,,
苏州科技大学天平学院,2550,成功,,
扬州大学广陵学院,2551,成功,,
江苏师范大学科文学院,2552,成功,,
南京邮电大学通达学院,2553,成功,,
江苏科技大学苏州理工学院,2554,成功,,
南通大学杏林学院,2555,成功,,
,2556,无效,ID不存在,
明达职业技术学院,2557,成功,,
苏州信息职业技术学院,2558,成功,,
苏州高博职业学院,2559,成功,,
西安交通大学城市学院,2560,成功,,
西安工商学院,2561,成功,,
西安明德理工学院,2562,成功,,
西安科技大学高新学院,2563,成功,,
西安理工大学高科学院,2564,成功,,
西安医学高等专科学校,2565,成功,,
兴义民族师范学院,2566,成功,,
贵州工业职业技术学院,2567,成功,,
毕节职业技术学院,2568,成功,,
贵州职业技术学院,2569,成功,,
,2570,无效,ID不存在,
遵义医科大学医学与科技学院,2571,成功,,
贵州中医药大学时珍学院,2572,成功,,
贵州黔南经济学院,2573,成功,,
贵阳人文科技学院,2574,成功,,
贵州医科大学神奇民族医药学院,2575,成功,,
宁夏大学新华学院,2576,成功,,
三亚理工职业学院,2577,成功,,
,2578,无效,ID不存在,
,2579,无效,ID不存在,
,2580,无效,ID不存在,
,2581,无效,ID不存在,
,2582,无效,ID不存在,
,2583,无效,ID不存在,
,2584,无效,ID不存在,
,2585,无效,ID不存在,
,2586,无效,ID不存在,
,2587,无效,ID不存在,
,2588,无效,ID不存在,
,2589,无效,ID不存在,
,2590,无效,ID不存在,
,2591,无效,ID不存在,
,2592,无效,ID不存在,
,2593,无效,ID不存在,
,2594,无效,ID不存在,
,2595,无效,ID不存在,
,2596,无效,ID不存在,
,2597,无效,ID不存在,
,2598,无效,ID不存在,
,2599,无效,ID不存在,
,2600,无效,ID不存在,
,2601,无效,ID不存在,
香港教育大学,2602,成功,,
,2603,无效,ID不存在,
衢州学院,2604,成功,,
,2605,无效,ID不存在,
福建江夏学院,2606,成功,,
齐鲁师范学院,2607,成功,,
山东青年政治学院,2608,成功,,
山东女子学院,2609,成功,,
广东第二师范学院,2610,成功,,
,2611,无效,ID不存在,
,2612,无效,ID不存在,
,2613,无效,ID不存在,
北京第二外国语学院,2614,成功,,
银川科技学院,2615,成功,,
内蒙古科技大学包头医学院,2616,成功,,
内蒙古科技大学包头师范学院,2617,成功,,
,2618,无效,ID不存在,
岭南大学,2619,成功,,
空军勤务学院,2620,成功,,
中国人民解放军海军大连舰艇学院,2621,成功,,
海军工程大学,2622,成功,,
空军航空大学,2623,成功,,
,2624,无效,ID不存在,
解放军电子工程学院,2625,成功,,
香港浸会大学,2626,成功,,
,2627,无效,ID不存在,
南宁理工学院,2628,成功,,
北京体育职业学院,2629,成功,,
,2630,无效,ID不存在,
新疆政法学院,2631,成功,,
长安大学兴华学院,2632,成功,,
,2633,无效,ID不存在,
,2634,无效,ID不存在,
,2635,无效,ID不存在,
,2636,无效,ID不存在,
北京交通运输职业学院,2637,成功,,
河南医学高等专科学校,2638,成功,,
,2639,无效,ID不存在,
浙江外国语学院,2640,成功,,
北京艺术传媒职业学院,2641,成功,,
承德护理职业学院,2642,成功,,
廊坊燕京职业技术学院,2643,成功,,
阳泉师范高等专科学校,2644,成功,,
,2645,无效,ID不存在,
大同煤炭职业技术学院,2646,成功,,
晋中师范高等专科学校,2647,成功,,
,2648,无效,ID不存在,
呼伦贝尔职业技术学院,2649,成功,,
满洲里俄语职业学院,2650,成功,,
辽宁城市建设职业技术学院,2651,成功,,
辽宁工程职业学院,2652,成功,,
,2653,无效,ID不存在,
辽宁医药职业学院,2654,成功,,
辽宁冶金职业技术学院,2655,成功,,
铁岭卫生职业学院,2656,成功,,
吉林科技职业技术学院,2657,成功,,
,2658,无效,ID不存在,
,2659,无效,ID不存在,
黑龙江护理高等专科学校,2660,成功,,
,2661,无效,ID不存在,
苏州工业园区服务外包职业学院,2662,成功,,
宿迁泽达职业技术学院,2663,成功,,
皖西卫生职业学院,2664,成功,,
桐城师范高等专科学校,2665,成功,,
黄山职业技术学院,2666,成功,,
滁州城市职业学院,2667,成功,,
安徽汽车职业技术学院,2668,成功,,
青岛远洋船员职业学院,2669,成功,,
长垣烹饪职业技术学院,2670,成功,,
河南应用技术职业学院,2671,成功,,
河南艺术职业学院,2672,成功,,
焦作工贸职业学院,2673,成功,,
开封文化艺术职业学院,2674,成功,,
许昌陶瓷职业学院,2675,成功,,
郑州理工职业学院,2676,成功,,
郑州信息工程职业学院,2677,成功,,
湖南高尔夫旅游职业学院,2678,成功,,
湖南工商职业学院,2679,成功,,
广州华夏职业学院,2680,成功,,
广州华商职业学院,2681,成功,,
广东南方职业学院,2682,成功,,
广东环境保护工程职业学院,2683,成功,,
东莞职业技术学院,2684,成功,,
,2685,无效,ID不存在,
广西现代职业技术学院,2686,成功,,
广西卫生职业技术学院,2687,成功,,
广西科技职业学院,2688,成功,,
海南工商职业学院,2689,成功,,
重庆旅游职业学院,2690,成功,,
重庆交通职业学院,2691,成功,,
云南商务职业学院,2692,成功,,
榆林职业技术学院,2693,成功,,
陕西工商职业学院,2694,成功,,
甘肃机电职业技术学院,2695,成功,,
天津外国语大学滨海外事学院,2696,成功,,
,2697,无效,ID不存在,
,2698,无效,ID不存在,
重庆化工职业学院,2699,成功,,
北京经济管理职业学院,2700,成功,,
,2701,无效,ID不存在,
,2702,无效,ID不存在,
,2703,无效,ID不存在,
,2704,无效,ID不存在,
,2705,无效,ID不存在,
,2706,无效,ID不存在,
,2707,无效,ID不存在,
,2708,无效,ID不存在,
,2709,无效,ID不存在,
,2710,无效,ID不存在,
,2711,无效,ID不存在,
,2712,无效,ID不存在,
,2713,无效,ID不存在,
,2714,无效,ID不存在,
,2715,无效,ID不存在,
,2716,无效,ID不存在,
,2717,无效,ID不存在,
,2718,无效,ID不存在,
,2719,无效,ID不存在,
,2720,无效,ID不存在,
,2721,无效,ID不存在,
,2722,无效,ID不存在,
,2723,无效,ID不存在,
,2724,无效,ID不存在,
,2725,无效,ID不存在,
,2726,无效,ID不存在,
,2727,无效,ID不存在,
,2728,无效,ID不存在,
,2729,无效,ID不存在,
,2730,无效,ID不存在,
,2731,无效,ID不存在,
,2732,无效,ID不存在,
,2733,无效,ID不存在,
,2734,无效,ID不存在,
,2735,无效,ID不存在,
,2736,无效,ID不存在,
,2737,无效,ID不存在,
,2738,无效,ID不存在,
,2739,无效,ID不存在,
,2740,无效,ID不存在,
,2741,无效,ID不存在,
,2742,无效,ID不存在,
,2743,无效,ID不存在,
,2744,无效,ID不存在,
,2745,无效,ID不存在,
,2746,无效,ID不存在,
,2747,无效,ID不存在,
,2748,无效,ID不存在,
,2749,无效,ID不存在,
,2750,无效,ID不存在,
,2751,无效,ID不存在,
,2752,无效,ID不存在,
,2753,无效,ID不存在,
,2754,无效,ID不存在,
,2755,无效,ID不存在,
,2756,无效,ID不存在,
,2757,无效,ID不存在,
,2758,无效,ID不存在,
,2759,无效,ID不存在,
,2760,无效,ID不存在,
,2761,无效,ID不存在,
,2762,无效,ID不存在,
,2763,无效,ID不存在,
,2764,无效,ID不存在,
,2765,无效,ID不存在,
,2766,无效,ID不存在,
,2767,无效,ID不存在,
,2768,无效,ID不存在,
,2769,无效,ID不存在,
,2770,无效,ID不存在,
,2771,无效,ID不存在,
,2772,无效,ID不存在,
,2773,无效,ID不存在,
,2774,无效,ID不存在,
,2775,无效,ID不存在,
,2776,无效,ID不存在,
,2777,无效,ID不存在,
,2778,无效,ID不存在,
,2779,无效,ID不存在,
,2780,无效,ID不存在,
,2781,无效,ID不存在,
,2782,无效,ID不存在,
,2783,无效,ID不存在,
,2784,无效,ID不存在,
,2785,无效,ID不存在,
,2786,无效,ID不存在,
,2787,无效,ID不存在,
,2788,无效,ID不存在,
,2789,无效,ID不存在,
,2790,无效,ID不存在,
,2791,无效,ID不存在,
,2792,无效,ID不存在,
,2793,无效,ID不存在,
,2794,无效,ID不存在,
,2795,无效,ID不存在,
,2796,无效,ID不存在,
,2797,无效,ID不存在,
,2798,无效,ID不存在,
,2799,无效,ID不存在,
,2800,无效,ID不存在,
,2801,无效,ID不存在,
,2802,无效,ID不存在,
,2803,无效,ID不存在,
,2804,无效,ID不存在,
,2805,无效,ID不存在,
,2806,无效,ID不存在,
,2807,无效,ID不存在,
,2808,无效,ID不存在,
澳门科技大学,2809,成功,,
澳门大学,2810,成功,,
澳门旅游大学,2811,成功,,
,2812,无效,ID不存在,
,2813,无效,ID不存在,
首都师范大学继续教育学院,2814,成功,,
陕西学前师范学院,2815,成功,,
,2816,无效,ID不存在,
济南护理职业学院,2817,成功,,
重庆艺术工程职业学院,2818,成功,,
重庆经贸职业学院,2819,成功,,
重庆公共运输职业学院,2820,成功,,
重庆电信职业学院,2821,成功,,
,2822,无效,ID不存在,
,2823,无效,ID不存在,
,2824,无效,ID不存在,
,2825,无效,ID不存在,
,2826,无效,ID不存在,
,2827,无效,ID不存在,
,2828,无效,ID不存在,
,2829,无效,ID不存在,
,2830,无效,ID不存在,
,2831,无效,ID不存在,
,2832,无效,ID不存在,
华北理工大学轻工学院,2833,成功,,
广西外国语学院,2834,成功,,
广东科技学院,2835,成功,,
郑州升达经贸管理学院,2836,成功,,
山东协和学院,2837,成功,,
福州外语外贸学院,2838,成功,,
安徽外国语学院,2839,成功,,
山西工商学院,2840,成功,,
河北科技学院,2841,成功,,
商丘学院,2842,成功,,
南昌工学院,2843,成功,,
青岛电影学院,2844,成功,,
,2845,无效,ID不存在,
陕西服装工程学院,2846,成功,,
华北理工大学冀唐学院,2847,成功,,
,2848,无效,ID不存在,
齐齐哈尔理工职业学院,2849,成功,,
,2850,无效,ID不存在,
,2851,无效,ID不存在,
,2852,无效,ID不存在,
石家庄经济职业学院,2853,成功,,
廊坊卫生职业学院,2854,成功,,
河北环境工程学院,2855,成功,,
河北青年管理干部学院,2856,成功,,
石家庄幼儿师范高等专科学校,2857,成功,,
河北轨道运输职业技术学院,2858,成功,,
河北资源环境职业技术学院,2859,成功,,
,2860,无效,ID不存在,
山西青年职业学院,2861,成功,,
山西传媒学院,2862,成功,,
,2863,无效,ID不存在,
运城护理职业学院,2864,成功,,
山西卫生健康职业学院,2865,成功,,
山西省政法管理干部学院,2866,成功,,
,2867,无效,ID不存在,
四川长江职业学院,2868,成功,,
成都师范学院,2869,成功,,
,2870,无效,ID不存在,
,2871,无效,ID不存在,
,2872,无效,ID不存在,
,2873,无效,ID不存在,
西安电力机械制造公司机电学院,2874,成功,,
陕西航天职工大学,2875,成功,,
,2876,无效,ID不存在,
,2877,无效,ID不存在,
陕西省建筑工程总公司职工大学,2878,成功,,
,2879,无效,ID不存在,
,2880,无效,ID不存在,
,2881,无效,ID不存在,
,2882,无效,ID不存在,
,2883,无效,ID不存在,
,2884,无效,ID不存在,
赣州师范高等专科学校,2885,成功,,
吉林省经济管理干部学院,2886,成功,,
江西服装学院,2887,成功,,
江西工商职业技术学院,2888,成功,,
南昌师范学院,2889,成功,,
,2890,无效,ID不存在,
江西医学高等专科学校,2891,成功,,
,2892,无效,ID不存在,
,2893,无效,ID不存在,
,2894,无效,ID不存在,
,2895,无效,ID不存在,
,2896,无效,ID不存在,
潍坊工程职业学院,2897,成功,,
,2898,无效,ID不存在,
,2899,无效,ID不存在,
,2900,无效,ID不存在,
,2901,无效,ID不存在,
张家口学院,2902,成功,,
,2903,无效,ID不存在,
,2904,无效,ID不存在,
宁波幼儿师范高等专科学校,2905,成功,,
南阳职业学院,2906,成功,,
安阳幼儿师范高等专科学校,2907,成功,,
,2908,无效,ID不存在,
,2909,无效,ID不存在,
吉林城市职业技术学院,2910,成功,,
新疆体育职业技术学院,2911,成功,,
河南机电职业学院,2912,成功,,
许昌电气职业学院,2913,成功,,
鹤壁汽车工程职业学院,2914,成功,,
重庆安全技术职业学院,2915,成功,,
重庆轻工职业学院,2916,成功,,
四川电影电视学院,2917,成功,,
四川汽车职业技术学院,2918,成功,,
四川卫生康复职业学院,2919,成功,,
川北幼儿师范高等专科学校,2920,成功,,
安徽卫生健康职业学院,2921,成功,,
安徽黄梅戏艺术职业学院,2922,成功,,
安徽扬子职业技术学院,2923,成功,,
,2924,无效,ID不存在,
,2925,无效,ID不存在,
,2926,无效,ID不存在,
天门职业学院,2927,成功,,
山东海事职业学院,2928,成功,,
,2929,无效,ID不存在,
湖南食品药品职业学院,2930,成功,,
洛阳职业技术学院,2931,成功,,
,2932,无效,ID不存在,
湖南有色金属职业技术学院,2933,成功,,
上海民航职业技术学院,2934,成功,,
内蒙古能源职业学院,2935,成功,,
阿拉善职业技术学院,2936,成功,,
,2937,无效,ID不存在,
赤峰工业职业技术学院,2938,成功,,
内蒙古美术职业学院,2939,成功,,
,2940,无效,ID不存在,
南方科技大学,2941,成功,,
广州东华职业学院,2942,成功,,
广东艺术职业学院,2943,成功,,
广东信息工程职业学院,2944,成功,,
广东青年职业学院,2945,成功,,
广东创新科技职业学院,2946,成功,,
惠州卫生职业技术学院,2947,成功,,
襄阳汽车职业技术学院,2948,成功,,
湖北体育职业学院,2949,成功,,
,2950,无效,ID不存在,
,2951,无效,ID不存在,
甘肃有色冶金职业技术学院,2952,成功,,
首都经济贸易大学密云分校,2953,成功,,
泉州幼儿师范高等专科学校,2954,成功,,
延边职业技术学院,2955,成功,,
吉林省教育学院,2956,成功,,
,2957,无效,ID不存在,
新疆应用职业技术学院,2958,成功,,
济南幼儿师范高等专科学校,2959,成功,,
泰山护理职业学院,2960,成功,,
潍坊护理职业学院,2961,成功,,
,2962,无效,ID不存在,
景德镇陶瓷职业技术学院,2963,成功,,
,2964,无效,ID不存在,
北京卫生职业学院,2965,成功,,
山东财经大学燕山学院,2966,成功,,
,2967,无效,ID不存在,
,2968,无效,ID不存在,
河南推拿职业学院,2969,成功,,
福建幼儿师范高等专科学校,2970,成功,,
陆军兵种大学,2971,成功,,
陆军指挥学院,2972,成功,,
中国人民解放军陆军步兵学院,2973,成功,,
,2974,无效,ID不存在,
,2975,无效,ID不存在,
,2976,无效,ID不存在,
解放军工程兵学院,2977,成功,,
中国人民解放军海军潜艇学院,2978,成功,,
,2979,无效,ID不存在,
,2980,无效,ID不存在,
,2981,无效,ID不存在,
,2982,无效,ID不存在,
空军指挥学院,2983,成功,,
,2984,无效,ID不存在,
解放军空军第一航空学院,2985,成功,,
解放军空军西安飞行学院,2986,成功,,
,2987,无效,ID不存在,
,2988,无效,ID不存在,
解放军装甲兵学院,2989,成功,,
解放军装甲兵技术学院,2990,成功,,
,2991,无效,ID不存在,
中国人民解放军陆军边海防学院,2992,成功,,
,2993,无效,ID不存在,
武警指挥学院,2994,成功,,
武警警官学院,2995,成功,,
贵州理工学院,2996,成功,,
,2997,无效,ID不存在,
,2998,无效,ID不存在,
,2999,无效,ID不存在,
北京理工大学国际教育学院,3000,成功,,
,3001,无效,ID不存在,
,3002,无效,ID不存在,
,3003,无效,ID不存在,
山东管理学院,3004,成功,,
山东农业工程学院,3005,成功,,
北京航空航天大学软件学院,3006,成功,,
香港都会大学,3007,成功,,
香港珠海学院,3008,成功,,
,3009,无效,ID不存在,
,3010,无效,ID不存在,
,3011,无效,ID不存在,
,3012,无效,ID不存在,
,3013,无效,ID不存在,
,3014,无效,ID不存在,
,3015,无效,ID不存在,
,3016,无效,ID不存在,
,3017,无效,ID不存在,
,3018,无效,ID不存在,
,3019,无效,ID不存在,
,3020,无效,ID不存在,
,3021,无效,ID不存在,
,3022,无效,ID不存在,
,3023,无效,ID不存在,
,3024,无效,ID不存在,
,3025,无效,ID不存在,
,3026,无效,ID不存在,
,3027,无效,ID不存在,
,3028,无效,ID不存在,
,3029,无效,ID不存在,
,3030,无效,ID不存在,
,3031,无效,ID不存在,
,3032,无效,ID不存在,
,3033,无效,ID不存在,
,3034,无效,ID不存在,
郑州幼儿师范高等专科学校,3035,成功,,
郑州黄河护理职业学院,3036,成功,,
长沙卫生职业学院,3037,成功,,
,3038,无效,ID不存在,
上海纽约大学,3039,成功,,
河南护理职业学院,3040,成功,,
昆明卫生职业学院,3041,成功,,
北京警察学院,3042,成功,,
,3043,无效,ID不存在,
云南外事外语职业学院,3044,成功,,
,3045,无效,ID不存在,
浙江农业商贸职业学院,3046,成功,,
郑州商贸旅游职业学院,3047,成功,,
崇左幼儿师范高等专科学校,3048,成功,,
,3049,无效,ID不存在,
,3050,无效,ID不存在,
新疆师范高等专科学校,3051,成功,,
哈尔滨幼儿师范高等专科学校,3052,成功,,
,3053,无效,ID不存在,
,3054,无效,ID不存在,
河北中医药大学,3055,成功,,
,3056,无效,ID不存在,
,3057,无效,ID不存在,
,3058,无效,ID不存在,
,3059,无效,ID不存在,
,3060,无效,ID不存在,
营口理工学院,3061,成功,,
重庆幼儿师范高等专科学校,3062,成功,,
沈阳北软信息职业技术学院,3063,成功,,
山西能源学院,3064,成功,,
安徽粮食工程职业学院,3065,成功,,
合肥科技职业学院,3066,成功,,
河南水利与环境职业学院,3067,成功,,
河南信息统计职业学院,3068,成功,,
,3069,无效,ID不存在,
,3070,无效,ID不存在,
,3071,无效,ID不存在,
四川希望汽车职业学院,3072,成功,,
河南牧业经济学院,3073,成功,,
四川电子机械职业技术学院,3074,成功,,
重庆科技职业学院,3075,成功,,
重庆文化艺术职业学院,3076,成功,,
,3077,无效,ID不存在,
,3078,无效,ID不存在,
洛阳科技职业学院,3079,成功,,
,3080,无效,ID不存在,
,3081,无效,ID不存在,
,3082,无效,ID不存在,
哈尔滨传媒职业学院,3083,成功,,
,3084,无效,ID不存在,
,3085,无效,ID不存在,
,3086,无效,ID不存在,
云南现代职业技术学院,3087,成功,,
云南旅游职业学院,3088,成功,,
徐州幼儿师范高等专科学校,3089,成功,,
徐州生物工程职业技术学院,3090,成功,,
信阳涉外职业技术学院,3091,成功,,
新疆铁道职业技术学院,3092,成功,,
,3093,无效,ID不存在,
泰州学院,3094,成功,,
四川文轩职业学院,3095,成功,,
四川三河职业学院,3096,成功,,
陕西艺术职业学院,3097,成功,,
平顶山职业技术学院,3098,成功,,
宁夏葡萄酒与防沙治沙职业技术学院,3099,成功,,
,3100,无效,ID不存在,
,3101,无效,ID不存在,
,3102,无效,ID不存在,
,3103,无效,ID不存在,
,3104,无效,ID不存在,
辽宁轻工职业学院,3105,成功,,
辽宁轨道交通职业学院,3106,成功,,
,3107,无效,ID不存在,
,3108,无效,ID不存在,
江苏商贸职业学院,3109,成功,,
湖南幼儿师范高等专科学校,3110,成功,,
湖南三一工业职业技术学院,3111,成功,,
红河卫生职业学院,3112,成功,,
菏泽职业学院,3113,成功,,
河南工业和信息化职业学院,3114,成功,,
合肥幼儿师范高等专科学校,3115,成功,,
贵州盛华职业学院,3116,成功,,
贵州工商职业大学,3117,成功,,
广西职业师范学院,3118,成功,,
,3119,无效,ID不存在,
九江科技职业大学,3120,成功,,
,3121,无效,ID不存在,
大连理工大学（盘锦校区）,3122,成功,,
大理农林职业技术学院,3123,成功,,
渤海理工职业学院,3124,成功,,
,3125,无效,ID不存在,
保定幼儿师范高等专科学校,3126,成功,,
巴中职业技术学院,3127,成功,,
白银矿冶职业技术学院,3128,成功,,
河北工艺美术职业学院,3129,成功,,
,3130,无效,ID不存在,
,3131,无效,ID不存在,
,3132,无效,ID不存在,
,3133,无效,ID不存在,
,3134,无效,ID不存在,
,3135,无效,ID不存在,
,3136,无效,ID不存在,
,3137,无效,ID不存在,
,3138,无效,ID不存在,
,3139,无效,ID不存在,
,3140,无效,ID不存在,
,3141,无效,ID不存在,
,3142,无效,ID不存在,
南京城市职业学院,3143,成功,,
,3144,无效,ID不存在,
中国科学院大学,3145,成功,,
厦门大学国际学院,3146,成功,,
,3147,无效,ID不存在,
,3148,无效,ID不存在,
江苏第二师范学院,3149,成功,,
中国人民大学（苏州校区）,3150,成功,,
上海科技大学,3151,成功,,
合肥工业大学（宣城校区）,3152,成功,,
,3153,无效,ID不存在,
甘肃卫生职业学院,3154,成功,,
兰州科技职业学院,3155,成功,,
,3156,无效,ID不存在,
,3157,无效,ID不存在,
山东职业学院西校区,3158,成功,,
,3159,无效,ID不存在,
,3160,无效,ID不存在,
辽宁特殊教育师范高等专科学校,3161,成功,,
,3162,无效,ID不存在,
,3163,无效,ID不存在,
,3164,无效,ID不存在,
,3165,无效,ID不存在,
,3166,无效,ID不存在,
,3167,无效,ID不存在,
,3168,无效,ID不存在,
,3169,无效,ID不存在,
,3170,无效,ID不存在,
,3171,无效,ID不存在,
,3172,无效,ID不存在,
,3173,无效,ID不存在,
,3174,无效,ID不存在,
,3175,无效,ID不存在,
,3176,无效,ID不存在,
,3177,无效,ID不存在,
,3178,无效,ID不存在,
,3179,无效,ID不存在,
,3180,无效,ID不存在,
,3181,无效,ID不存在,
,3182,无效,ID不存在,
,3183,无效,ID不存在,
,3184,无效,ID不存在,
皖北卫生职业学院,3185,成功,,
四川护理职业学院,3186,成功,,
吉安职业技术学院,3187,成功,,
温州肯恩大学,3188,成功,,
,3189,无效,ID不存在,
,3190,无效,ID不存在,
重庆资源与环境保护职业学院,3191,成功,,
山东艺术设计职业学院,3192,成功,,
成都工贸职业技术学院,3193,成功,,
上海健康医学院,3194,成功,,
,3195,无效,ID不存在,
,3196,无效,ID不存在,
贵州建设职业技术学院,3197,成功,,
,3198,无效,ID不存在,
,3199,无效,ID不存在,
四川西南航空职业学院,3200,成功,,
,3201,无效,ID不存在,
香港中文大学（深圳）,3202,成功,,
川南幼儿师范高等专科学校,3203,成功,,
成都工业职业技术学院,3204,成功,,
贵州工程职业学院,3205,成功,,
,3206,无效,ID不存在,
,3207,无效,ID不存在,
浙江特殊教育职业学院,3208,成功,,
,3209,无效,ID不存在,
,3210,无效,ID不存在,
黑龙江冰雪体育职业学院,3211,成功,,
广西培贤国际职业学院,3212,成功,,
广州卫生职业技术学院,3213,成功,,
南阳农业职业学院,3214,成功,,
内蒙古艺术学院,3215,成功,,
北京网络职业学院,3216,成功,,
烟台黄金职业学院,3217,成功,,
广西金融职业技术学院,3218,成功,,
广东酒店管理职业技术学院,3219,成功,,
惠州城市职业学院,3220,成功,,
内蒙古民族幼儿师范高等专科学校,3221,成功,,
扎兰屯职业学院,3222,成功,,
鄂尔多斯生态环境职业学院,3223,成功,,
江苏财会职业学院,3224,成功,,
贵阳幼儿师范高等专科学校,3225,成功,,
,3226,无效,ID不存在,
威海海洋职业学院,3227,成功,,
辽宁民族师范高等专科学校,3228,成功,,
铜仁幼儿师范高等专科学校,3229,成功,,
南通师范高等专科学校,3230,成功,,
贵州工贸职业学院,3231,成功,,
贵州应用技术职业学院,3232,成功,,
贵州水利水电职业技术学院,3233,成功,,
贵州农业职业学院,3234,成功,,
毕节医学高等专科学校,3235,成功,,
湛江幼儿师范专科学校,3236,成功,,
广东茂名健康职业学院,3237,成功,,
广东碧桂园职业学院,3238,成功,,
广东茂名幼儿师范专科学校,3239,成功,,
广东生态工程职业学院,3240,成功,,
广东以色列理工学院,3241,成功,,
,3242,无效,ID不存在,
香港树仁大学,3243,成功,,
澳门城市大学,3244,成功,,
,3245,无效,ID不存在,
,3246,无效,ID不存在,
安徽公安职业学院,3247,成功,,
南昌影视传播职业学院,3248,成功,,
江西水利职业学院,3249,成功,,
,3250,无效,ID不存在,
深圳北理莫斯科大学,3251,成功,,
江西洪州职业学院,3252,成功,,
江西师范高等专科学校,3253,成功,,
中国社会科学院大学,3254,成功,,
哈尔滨工业大学（深圳）,3255,成功,,
阜阳幼儿师范高等专科学校,3256,成功,,
庆阳职业技术学院,3257,成功,,
陕西机电职业技术学院,3258,成功,,
福州墨尔本理工职业学院,3259,成功,,
长春健康职业学院,3260,成功,,
,3261,无效,ID不存在,
,3262,无效,ID不存在,
,3263,无效,ID不存在,
,3264,失败,页面加载超时,
,3265,失败,页面加载超时,
浙江音乐学院,3266,成功,,
,3267,无效,ID不存在,
,3268,无效,ID不存在,
海南体育职业技术学院,3269,成功,,
哈尔滨音乐学院,3270,成功,,
鄂尔多斯应用技术学院,3271,成功,,
滇西应用技术大学,3272,成功,,
江苏护理职业学院,3273,成功,,
曹妃甸职业技术学院,3274,成功,,
三亚中瑞酒店管理职业学院,3275,成功,,
运城师范高等专科学校,3276,成功,,
朔州师范高等专科学校,3277,成功,,
阳泉职业技术学院,3278,成功,,
海南健康管理职业技术学院,3279,成功,,
云南财经职业学院,3280,成功,,
深圳技术大学,3281,成功,,
闽江师范高等专科学校,3282,成功,,
吕梁职业技术学院,3283,成功,,
,3284,无效,ID不存在,
,3285,无效,ID不存在,
,3286,无效,ID不存在,
茅台学院,3287,成功,,
武汉铁路桥梁职业学院,3288,成功,,
兰州现代职业学院,3289,成功,,
贵州电子科技职业学院,3290,成功,,
武汉光谷职业学院,3291,成功,,
甘肃财贸职业学院,3292,成功,,
,3293,无效,ID不存在,
临夏现代职业学院,3294,成功,,
平凉职业技术学院,3295,成功,,
太原幼儿师范高等专科学校,3296,成功,,
湘中幼儿师范高等专科学校,3297,成功,,
贵州电子商务职业技术学院,3298,成功,,
贵州护理职业技术学院,3299,成功,,
贵州食品工程职业学院,3300,成功,,
贵州装备制造职业学院,3301,成功,,
黔南民族幼儿师范高等专科学校,3302,成功,,
贵州经贸职业技术学院,3303,成功,,
新疆工业职业技术学院,3304,成功,,
毕节工业职业技术学院,3305,成功,,
毕节幼儿师范高等专科学校,3306,成功,,
贵州健康职业学院,3307,成功,,
六盘水幼儿师范高等专科学校,3308,成功,,
,3309,无效,ID不存在,
重庆护理职业学院,3310,成功,,
中国石油大学（北京）克拉玛依校区,3311,成功,,
